locality,lga_name,abs_lga_code,regional_group,category,subcategory,display_name,poi_count
BUNDARA,EAST GIPPSLAND,22110,Gippsland,recreation,nature_reserve,Nature Reserve,1
BUNDING,MOORABOOL,25150,Central Highlands,public_transport,bus_stop,Bus Stop,1
BUNG BONG,CENTRAL GOLDFIELDS,21670,Loddon Campaspe,recreation,nature_reserve,Nature Reserve,2
BUNG BONG,PYRENEES,25990,Central Highlands,recreation,nature_reserve,Nature Reserve,1
BUNGAL,MOORABOOL,25150,Central Highlands,recreation,nature_reserve,Nature Reserve,2
BUNGALALLY,HORSHAM,23190,Wimmera Southern Mallee,recreation,nature_reserve,Nature Reserve,2
BUNGAREE,MOORABOOL,25150,Central Highlands,community,community_centre,Community Centre,2
BUNGAREE,MOORABOOL,25150,Central Highlands,education,school,School,2
BUNGAREE,MOORABOOL,25150,Central Highlands,public_transport,bus_stop,Bus Stop,2
BUNGAREE,MOORABOOL,25150,Central Highlands,recreation,park,Park,2
BUNGAREE,MOORABOOL,25150,Central Highlands,recreation,sports_centre,Sports Centre,2
BUNGAREE,MOORABOOL,25150,Central Highlands,shopping,convenience_store,Convenience Store,1
BUNGEET WEST,BENALLA,21010,Ovens Murray,recreation,nature_reserve,Nature Reserve,4
BUNGIL,TOWONG,26670,Ovens Murray,recreation,nature_reserve,Nature Reserve,3
BUNGULUKE,BULOKE,21270,Mallee,recreation,nature_reserve,Nature Reserve,2
BUNINYONG,BALLARAT,20570,Central Highlands,education,school,School,2
BUNINYONG,BALLARAT,20570,Central Highlands,healthcare,pharmacy,Pharmacy,1
BUNINYONG,BALLARAT,20570,Central Highlands,public_transport,bus_stop,Bus Stop,17
BUNINYONG,BALLARAT,20570,Central Highlands,public_transport,stop_position,Public Transport Stop Position,1
BUNINYONG,BALLARAT,20570,Central Highlands,recreation,garden,Garden,2
BUNINYONG,BALLARAT,20570,Central Highlands,recreation,nature_reserve,Nature Reserve,4
BUNINYONG,BALLARAT,20570,Central Highlands,recreation,park,Park,33
BUNINYONG,BALLARAT,20570,Central Highlands,recreation,playground,Playground,6
BUNINYONG,BALLARAT,20570,Central Highlands,recreation,sports_centre,Sports Centre,2
BUNINYONG,BALLARAT,20570,Central Highlands,shopping,supermarket,Supermarket,1
BUNINYONG,MOORABOOL,25150,Central Highlands,recreation,nature_reserve,Nature Reserve,2
BUNINYONG,MOORABOOL,25150,Central Highlands,recreation,park,Park,2
BUNINYONG,MOORABOOL,25150,Central Highlands,recreation,sports_centre,Sports Centre,2
BURAGWONDUC,WELLINGTON,26810,Gippsland,recreation,nature_reserve,Nature Reserve,1
BURKES BRIDGE,GANNAWARRA,22250,Mallee,recreation,nature_reserve,Nature Reserve,1
BURKES FLAT,LODDON,23940,Loddon Campaspe,recreation,nature_reserve,Nature Reserve,2
BURNEWANG,CAMPASPE,21370,Loddon Campaspe,recreation,nature_reserve,Nature Reserve,2
BURNEWANG,CAMPASPE,21370,Loddon Campaspe,recreation,park,Park,2
BURRAMBOOT,CAMPASPE,21370,Loddon Campaspe,recreation,nature_reserve,Nature Reserve,2
BURRAMINE,MOIRA,24900,Goulburn,recreation,nature_reserve,Nature Reserve,1
BUSHFIELD,WARRNAMBOOL,26730,Great South Coast,recreation,park,Park,2
BUSHFIELD,WARRNAMBOOL,26730,Great South Coast,recreation,playground,Playground,2
BUTCHERS RIDGE,EAST GIPPSLAND,22110,Gippsland,community,community_centre,Community Centre,1
BUTCHERS RIDGE,EAST GIPPSLAND,22110,Gippsland,public_transport,bus_stop,Bus Stop,1
BUTCHERS RIDGE,EAST GIPPSLAND,22110,Gippsland,public_transport,stop_position,Public Transport Stop Position,1
BUTCHERS RIDGE,EAST GIPPSLAND,22110,Gippsland,recreation,park,Park,2
BUXTON,MURRINDINDI,25620,Goulburn,community,community_centre,Community Centre,2
BUXTON,MURRINDINDI,25620,Goulburn,education,school,School,2
BUXTON,MURRINDINDI,25620,Goulburn,public_transport,bus_stop,Bus Stop,2
BUXTON,MURRINDINDI,25620,Goulburn,recreation,nature_reserve,Nature Reserve,4
BUXTON,MURRINDINDI,25620,Goulburn,recreation,park,Park,2
BUXTON,MURRINDINDI,25620,Goulburn,recreation,playground,Playground,4
BYADUK,SOUTHERN GRAMPIANS,26260,Great South Coast,recreation,park,Park,6
BYADUK NORTH,SOUTHERN GRAMPIANS,26260,Great South Coast,recreation,park,Park,1
BYAWATHA,WANGARATTA,26700,Ovens Murray,recreation,nature_reserve,Nature Reserve,2
BYAWATHA,WANGARATTA,26700,Ovens Murray,recreation,sports_centre,Sports Centre,2
BYRNESIDE,GREATER SHEPPARTON,22830,Goulburn,public_transport,bus_stop,Bus Stop,2
BYRNESIDE,GREATER SHEPPARTON,22830,Goulburn,shopping,convenience_store,Convenience Store,2
CABARITA,MILDURA,24780,Mallee,education,school,School,2
CABARITA,MILDURA,24780,Mallee,public_transport,bus_stop,Bus Stop,1
CABARITA,MILDURA,24780,Mallee,recreation,garden,Garden,2
CABBAGE TREE,HEPBURN,22910,Central Highlands,recreation,nature_reserve,Nature Reserve,1
CABBAGE TREE CREEK,EAST GIPPSLAND,22110,Gippsland,recreation,nature_reserve,Nature Reserve,2
CABBAGE TREE CREEK,EAST GIPPSLAND,22110,Gippsland,shopping,convenience_store,Convenience Store,1
CALIFORNIA GULLY,GREATER BENDIGO,22620,Loddon Campaspe,community,community_centre,Community Centre,2
CALIFORNIA GULLY,GREATER BENDIGO,22620,Loddon Campaspe,community,social_facility,Social Facility,2
CALIFORNIA GULLY,GREATER BENDIGO,22620,Loddon Campaspe,education,kindergarten,Kindergarten,2
CALIFORNIA GULLY,GREATER BENDIGO,22620,Loddon Campaspe,education,school,School,2
CALIFORNIA GULLY,GREATER BENDIGO,22620,Loddon Campaspe,public_transport,bus_stop,Bus Stop,24
CALIFORNIA GULLY,GREATER BENDIGO,22620,Loddon Campaspe,recreation,nature_reserve,Nature Reserve,1
CALIFORNIA GULLY,GREATER BENDIGO,22620,Loddon Campaspe,recreation,park,Park,6
CALIFORNIA GULLY,GREATER BENDIGO,22620,Loddon Campaspe,recreation,playground,Playground,4
CALIFORNIA GULLY,GREATER BENDIGO,22620,Loddon Campaspe,recreation,sports_centre,Sports Centre,2
CALIFORNIA GULLY,GREATER BENDIGO,22620,Loddon Campaspe,shopping,convenience_store,Convenience Store,1
CALIVIL,LODDON,23940,Loddon Campaspe,recreation,park,Park,2
CALLAWADDA,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,public_transport,bus_stop,Bus Stop,2
CALLIGNEE,LATROBE,23810,Gippsland,recreation,nature_reserve,Nature Reserve,1
CALLIGNEE NORTH,WELLINGTON,26810,Gippsland,recreation,nature_reserve,Nature Reserve,1
CALULU,EAST GIPPSLAND,22110,Gippsland,recreation,park,Park,2
CAMPBELLS BRIDGE,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,public_transport,bus_stop,Bus Stop,2
CAMPBELLS BRIDGE,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,recreation,nature_reserve,Nature Reserve,3
CAMPBELLS CREEK,MOUNT ALEXANDER,25430,Loddon Campaspe,community,community_centre,Community Centre,2
CAMPBELLS CREEK,MOUNT ALEXANDER,25430,Loddon Campaspe,education,school,School,5
CAMPBELLS CREEK,MOUNT ALEXANDER,25430,Loddon Campaspe,public_transport,bus_stop,Bus Stop,11
CAMPBELLS CREEK,MOUNT ALEXANDER,25430,Loddon Campaspe,recreation,nature_reserve,Nature Reserve,6
CAMPBELLS CREEK,MOUNT ALEXANDER,25430,Loddon Campaspe,recreation,park,Park,6
CAMPBELLS CREEK,MOUNT ALEXANDER,25430,Loddon Campaspe,recreation,playground,Playground,6
CAMPBELLS FOREST,LODDON,23940,Loddon Campaspe,recreation,nature_reserve,Nature Reserve,3
CAMPBELLTOWN,HEPBURN,22910,Central Highlands,community,community_centre,Community Centre,2
CAMPERDOWN,CORANGAMITE,21830,Great South Coast,community,community_centre,Community Centre,2
CAMPERDOWN,CORANGAMITE,21830,Great South Coast,education,school,School,8
CAMPERDOWN,CORANGAMITE,21830,Great South Coast,healthcare,hospital,Hospital,1
CAMPERDOWN,CORANGAMITE,21830,Great South Coast,healthcare,pharmacy,Pharmacy,1
CAMPERDOWN,CORANGAMITE,21830,Great South Coast,public_transport,bus_stop,Bus Stop,4
CAMPERDOWN,CORANGAMITE,21830,Great South Coast,public_transport,platform,Public Transport Platform,3
CAMPERDOWN,CORANGAMITE,21830,Great South Coast,public_transport,railway_station,Railway Station,1
CAMPERDOWN,CORANGAMITE,21830,Great South Coast,public_transport,stop_position,Public Transport Stop Position,3
CAMPERDOWN,CORANGAMITE,21830,Great South Coast,recreation,garden,Garden,2
CAMPERDOWN,CORANGAMITE,21830,Great South Coast,recreation,park,Park,19
CAMPERDOWN,CORANGAMITE,21830,Great South Coast,recreation,playground,Playground,5
CAMPERDOWN,CORANGAMITE,21830,Great South Coast,recreation,sports_centre,Sports Centre,4
CAMPERDOWN,CORANGAMITE,21830,Great South Coast,shopping,convenience_store,Convenience Store,4
CAMPERDOWN,CORANGAMITE,21830,Great South Coast,shopping,supermarket,Supermarket,3
CANADIAN,BALLARAT,20570,Central Highlands,education,school,School,2
CANADIAN,BALLARAT,20570,Central Highlands,public_transport,bus_stop,Bus Stop,6
CANADIAN,BALLARAT,20570,Central Highlands,recreation,park,Park,29
CANADIAN,BALLARAT,20570,Central Highlands,recreation,playground,Playground,10
CANIAMBO,GREATER SHEPPARTON,22830,Goulburn,community,town_hall,Town Hall,1
CANIAMBO,GREATER SHEPPARTON,22830,Goulburn,recreation,nature_reserve,Nature Reserve,9
CANN RIVER,EAST GIPPSLAND,22110,Gippsland,community,community_centre,Community Centre,1
CANN RIVER,EAST GIPPSLAND,22110,Gippsland,education,childcare,Childcare Centre,1
CANN RIVER,EAST GIPPSLAND,22110,Gippsland,education,kindergarten,Kindergarten,1
CANN RIVER,EAST GIPPSLAND,22110,Gippsland,education,school,School,2
CANN RIVER,EAST GIPPSLAND,22110,Gippsland,healthcare,hospital,Hospital,2
CANN RIVER,EAST GIPPSLAND,22110,Gippsland,public_transport,bus_stop,Bus Stop,1
CANN RIVER,EAST GIPPSLAND,22110,Gippsland,recreation,nature_reserve,Nature Reserve,2
CANN RIVER,EAST GIPPSLAND,22110,Gippsland,recreation,park,Park,3
CANN RIVER,EAST GIPPSLAND,22110,Gippsland,recreation,playground,Playground,1
CANN RIVER,EAST GIPPSLAND,22110,Gippsland,shopping,convenience_store,Convenience Store,2
CANNIE,GANNAWARRA,22250,Mallee,recreation,nature_reserve,Nature Reserve,1
CAPE BRIDGEWATER,GLENELG,22410,Great South Coast,recreation,nature_reserve,Nature Reserve,1
CAPE CLEAR,GOLDEN PLAINS,22490,Central Highlands,community,community_centre,Community Centre,2
CAPE CLEAR,GOLDEN PLAINS,22490,Central Highlands,education,school,School,2
CAPE CLEAR,GOLDEN PLAINS,22490,Central Highlands,recreation,park,Park,2
CAPE CLEAR,GOLDEN PLAINS,22490,Central Highlands,recreation,playground,Playground,1
CAPE OTWAY,COLAC OTWAY,21750,Barwon,recreation,nature_reserve,Nature Reserve,4
CAPE OTWAY,COLAC OTWAY,21750,Barwon,recreation,playground,Playground,1
CAPE OTWAY,COLAC OTWAY,21750,Barwon,recreation,sports_centre,Sports Centre,1
CAPE OTWAY,COLAC OTWAY,21750,Barwon,shopping,convenience_store,Convenience Store,1
CAPE PATERSON,BASS COAST,20740,Gippsland,public_transport,bus_stop,Bus Stop,12
CAPE PATERSON,BASS COAST,20740,Gippsland,public_transport,stop_position,Public Transport Stop Position,1
CAPE PATERSON,BASS COAST,20740,Gippsland,recreation,nature_reserve,Nature Reserve,2
CAPE PATERSON,BASS COAST,20740,Gippsland,recreation,park,Park,11
CAPE PATERSON,BASS COAST,20740,Gippsland,recreation,playground,Playground,9
CAPE WOOLAMAI,BASS COAST,20740,Gippsland,public_transport,bus_stop,Bus Stop,5
CAPE WOOLAMAI,BASS COAST,20740,Gippsland,recreation,park,Park,7
CAPE WOOLAMAI,BASS COAST,20740,Gippsland,recreation,playground,Playground,2
CAPE WOOLAMAI,BASS COAST,20740,Gippsland,shopping,convenience_store,Convenience Store,2
CAPELS CROSSING,GANNAWARRA,22250,Mallee,recreation,nature_reserve,Nature Reserve,2
CARAG CARAG,CAMPASPE,21370,Loddon Campaspe,recreation,nature_reserve,Nature Reserve,3
CARAMUT,MOYNE,25490,Great South Coast,community,community_centre,Community Centre,2
CARAMUT,MOYNE,25490,Great South Coast,recreation,park,Park,6
CARAPOOEE,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,recreation,nature_reserve,Nature Reserve,9
CARAPOOEE WEST,NORTHERN GRAMPIANS,25810,Wimmera Southern Mallee,recreation,nature_reserve,Nature Reserve,2
CARAPOOK,SOUTHERN GRAMPIANS,26260,Great South Coast,recreation,park,Park,2
CARDIGAN,BALLARAT,20570,Central Highlands,recreation,nature_reserve,Nature Reserve,2
CARDIGAN,BALLARAT,20570,Central Highlands,recreation,park,Park,16
CARDIGAN VILLAGE,BALLARAT,20570,Central Highlands,recreation,park,Park,8
CARDIGAN VILLAGE,BALLARAT,20570,Central Highlands,recreation,playground,Playground,1
CARDROSS,MILDURA,24780,Mallee,education,school,School,2
CARDROSS,MILDURA,24780,Mallee,recreation,nature_reserve,Nature Reserve,6
CARDROSS,MILDURA,24780,Mallee,recreation,park,Park,2
CARDROSS,MILDURA,24780,Mallee,shopping,convenience_store,Convenience Store,1
CARINA,MILDURA,24780,Mallee,recreation,nature_reserve,Nature Reserve,1
CARISBROOK,CENTRAL GOLDFIELDS,21670,Loddon Campaspe,education,school,School,2
CARISBROOK,CENTRAL GOLDFIELDS,21670,Loddon Campaspe,recreation,nature_reserve,Nature Reserve,4
CARISBROOK,CENTRAL GOLDFIELDS,21670,Loddon Campaspe,recreation,park,Park,10
CARISBROOK,CENTRAL GOLDFIELDS,21670,Loddon Campaspe,recreation,playground,Playground,2
CARISBROOK,CENTRAL GOLDFIELDS,21670,Loddon Campaspe,recreation,sports_centre,Sports Centre,2
CARLISLE RIVER,COLAC OTWAY,21750,Barwon,education,school,School,2
CARLISLE RIVER,COLAC OTWAY,21750,Barwon,recreation,nature_reserve,Nature Reserve,2
CARLISLE RIVER,COLAC OTWAY,21750,Barwon,recreation,playground,Playground,2
CARLSRUHE,MACEDON RANGES,24130,Loddon Campaspe,education,school,School,2
CARLSRUHE,MACEDON RANGES,24130,Loddon Campaspe,recreation,nature_reserve,Nature Reserve,4
CARLYLE,INDIGO,23350,Ovens Murray,recreation,nature_reserve,Nature Reserve,2
CARRAJUNG LOWER,WELLINGTON,26810,Gippsland,public_transport,bus_stop,Bus Stop,2
CARRAJUNG LOWER,WELLINGTON,26810,Gippsland,recreation,nature_reserve,Nature Reserve,2
CARWARP,MILDURA,24780,Mallee,recreation,nature_reserve,Nature Reserve,18
CASHMORE,GLENELG,22410,Great South Coast,recreation,nature_reserve,Nature Reserve,2
CASHMORE,GLENELG,22410,Great South Coast,recreation,park,Park,2
CASSILIS,EAST GIPPSLAND,22110,Gippsland,recreation,nature_reserve,Nature Reserve,1
CASTELLA,MURRINDINDI,25620,Goulburn,recreation,nature_reserve,Nature Reserve,2
CASTELLA,MURRINDINDI,25620,Goulburn,recreation,park,Park,2
CASTERTON,GLENELG,22410,Great South Coast,community,community_centre,Community Centre,2
CASTERTON,GLENELG,22410,Great South Coast,community,social_facility,Social Facility,2
CASTERTON,GLENELG,22410,Great South Coast,community,town_hall,Town Hall,1
CASTERTON,GLENELG,22410,Great South Coast,education,kindergarten,Kindergarten,2
CASTERTON,GLENELG,22410,Great South Coast,education,school,School,5
CASTERTON,GLENELG,22410,Great South Coast,healthcare,hospital,Hospital,2
CASTERTON,GLENELG,22410,Great South Coast,recreation,nature_reserve,Nature Reserve,3
CASTERTON,GLENELG,22410,Great South Coast,recreation,park,Park,16
CASTERTON,GLENELG,22410,Great South Coast,recreation,sports_centre,Sports Centre,7
CASTERTON,GLENELG,22410,Great South Coast,shopping,supermarket,Supermarket,2
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,community,community_centre,Community Centre,6
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,community,library,Library,2
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,community,town_hall,Town Hall,2
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,education,childcare,Childcare Centre,4
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,education,college,College,2
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,education,school,School,12
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,healthcare,clinic,Clinic,2
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,healthcare,dentist,Dentist,3
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,healthcare,doctor,Doctor,1
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,healthcare,hospital,Hospital,3
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,healthcare,pharmacy,Pharmacy,1
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,public_transport,bus_station,Bus Station,2
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,public_transport,bus_stop,Bus Stop,34
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,public_transport,platform,Public Transport Platform,3
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,public_transport,railway_station,Railway Station,1
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,public_transport,stop_position,Public Transport Stop Position,4
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,recreation,garden,Garden,14
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,recreation,nature_reserve,Nature Reserve,11
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,recreation,park,Park,31
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,recreation,playground,Playground,9
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,recreation,sports_centre,Sports Centre,4
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,shopping,convenience_store,Convenience Store,2
CASTLEMAINE,MOUNT ALEXANDER,25430,Loddon Campaspe,shopping,supermarket,Supermarket,6
CATHCART,ARARAT,20260,Central Highlands,recreation,nature_reserve,Nature Reserve,3
CATHCART,ARARAT,20260,Central Highlands,recreation,playground,Playground,1
CATUMNAL,LODDON,23940,Loddon Campaspe,recreation,nature_reserve,Nature Reserve,5
CAVEAT,MURRINDINDI,25620,Goulburn,recreation,nature_reserve,Nature Reserve,3
CAVEAT,MURRINDINDI,25620,Goulburn,recreation,playground,Playground,1
CAVEAT,MURRINDINDI,25620,Goulburn,recreation,sports_centre,Sports Centre,3
CAVENDISH,SOUTHERN GRAMPIANS,26260,Great South Coast,community,community_centre,Community Centre,2
CAVENDISH,SOUTHERN GRAMPIANS,26260,Great South Coast,education,school,School,2
CAVENDISH,SOUTHERN GRAMPIANS,26260,Great South Coast,public_transport,platform,Public Transport Platform,1
CAVENDISH,SOUTHERN GRAMPIANS,26260,Great South Coast,recreation,nature_reserve,Nature Reserve,7
CAVENDISH,SOUTHERN GRAMPIANS,26260,Great South Coast,recreation,park,Park,6
CAVENDISH,SOUTHERN GRAMPIANS,26260,Great South Coast,recreation,playground,Playground,1
CAVENDISH,SOUTHERN GRAMPIANS,26260,Great South Coast,shopping,convenience_store,Convenience Store,1
CERES,GREATER GEELONG,22750,Barwon,community,community_centre,Community Centre,2
CERES,GREATER GEELONG,22750,Barwon,education,school,School,4
CERES,GREATER GEELONG,22750,Barwon,recreation,garden,Garden,4
CERES,GREATER GEELONG,22750,Barwon,recreation,park,Park,4
CERES,GREATER GEELONG,22750,Barwon,recreation,playground,Playground,4
CHANDLERS CREEK,EAST GIPPSLAND,22110,Gippsland,recreation,nature_reserve,Nature Reserve,8
CHARAM,WEST WIMMERA,26890,Wimmera Southern Mallee,recreation,nature_reserve,Nature Reserve,15
CHARLEMONT,GREATER GEELONG,22750,Barwon,community,community_centre,Community Centre,2
CHARLEMONT,GREATER GEELONG,22750,Barwon,community,library,Library,2
CHARLEMONT,GREATER GEELONG,22750,Barwon,education,school,School,4
CHARLEMONT,GREATER GEELONG,22750,Barwon,healthcare,doctor,Doctor,1
CHARLEMONT,GREATER GEELONG,22750,Barwon,healthcare,hospital,Hospital,2
CHARLEMONT,GREATER GEELONG,22750,Barwon,public_transport,bus_stop,Bus Stop,2
CHARLEMONT,GREATER GEELONG,22750,Barwon,recreation,nature_reserve,Nature Reserve,2
CHARLEMONT,GREATER GEELONG,22750,Barwon,recreation,park,Park,52
CHARLEMONT,GREATER GEELONG,22750,Barwon,recreation,playground,Playground,7
CHARLEMONT,GREATER GEELONG,22750,Barwon,shopping,convenience_store,Convenience Store,3
CHARLEROI,INDIGO,23350,Ovens Murray,recreation,nature_reserve,Nature Reserve,2
CHARLTON,BULOKE,21270,Mallee,education,kindergarten,Kindergarten,2
CHARLTON,BULOKE,21270,Mallee,education,school,School,4
CHARLTON,BULOKE,21270,Mallee,healthcare,hospital,Hospital,2
CHARLTON,BULOKE,21270,Mallee,healthcare,pharmacy,Pharmacy,2
CHARLTON,BULOKE,21270,Mallee,public_transport,bus_stop,Bus Stop,1
CHARLTON,BULOKE,21270,Mallee,recreation,garden,Garden,1
CHARLTON,BULOKE,21270,Mallee,recreation,nature_reserve,Nature Reserve,10
CHARLTON,BULOKE,21270,Mallee,recreation,park,Park,14
CHARLTON,BULOKE,21270,Mallee,recreation,playground,Playground,6
CHARLTON,BULOKE,21270,Mallee,recreation,sports_centre,Sports Centre,4
CHARLTON,BULOKE,21270,Mallee,shopping,supermarket,Supermarket,5
CHERRYPOOL,SOUTHERN GRAMPIANS,26260,Great South Coast,recreation,nature_reserve,Nature Reserve,1
CHESHUNT,WANGARATTA,26700,Ovens Murray,public_transport,bus_stop,Bus Stop,1
CHESHUNT,WANGARATTA,26700,Ovens Murray,public_transport,stop_position,Public Transport Stop Position,1
CHESHUNT,WANGARATTA,26700,Ovens Murray,recreation,nature_reserve,Nature Reserve,4
CHESHUNT,WANGARATTA,26700,Ovens Murray,shopping,convenience_store,Convenience Store,1
CHESHUNT SOUTH,WANGARATTA,26700,Ovens Murray,recreation,nature_reserve,Nature Reserve,2
CHESNEY VALE,BENALLA,21010,Ovens Murray,recreation,nature_reserve,Nature Reserve,1
CHETWYND,WEST WIMMERA,26890,Wimmera Southern Mallee,recreation,nature_reserve,Nature Reserve,6
CHETWYND,WEST WIMMERA,26890,Wimmera Southern Mallee,recreation,park,Park,2
CHEWTON,MOUNT ALEXANDER,25430,Loddon Campaspe,education,school,School,2
CHEWTON,MOUNT ALEXANDER,25430,Loddon Campaspe,public_transport,bus_stop,Bus Stop,8
CHEWTON,MOUNT ALEXANDER,25430,Loddon Campaspe,public_transport,stop_position,Public Transport Stop Position,1
CHEWTON,MOUNT ALEXANDER,25430,Loddon Campaspe,recreation,nature_reserve,Nature Reserve,4
CHEWTON,MOUNT ALEXANDER,25430,Loddon Campaspe,recreation,park,Park,2
CHEWTON,MOUNT ALEXANDER,25430,Loddon Campaspe,recreation,sports_centre,Sports Centre,2
CHILLINGOLLAH,SWAN HILL,26610,Mallee,recreation,nature_reserve,Nature Reserve,6
CHILTERN,INDIGO,23350,Ovens Murray,community,community_centre,Community Centre,4
CHILTERN,INDIGO,23350,Ovens Murray,community,library,Library,2
CHILTERN,INDIGO,23350,Ovens Murray,community,town_hall,Town Hall,2
CHILTERN,INDIGO,23350,Ovens Murray,education,childcare,Childcare Centre,2
CHILTERN,INDIGO,23350,Ovens Murray,education,kindergarten,Kindergarten,2
CHILTERN,INDIGO,23350,Ovens Murray,education,school,School,4
CHILTERN,INDIGO,23350,Ovens Murray,healthcare,doctor,Doctor,2
CHILTERN,INDIGO,23350,Ovens Murray,public_transport,bus_stop,Bus Stop,1
CHILTERN,INDIGO,23350,Ovens Murray,public_transport,platform,Public Transport Platform,2
CHILTERN,INDIGO,23350,Ovens Murray,public_transport,railway_station,Railway Station,2
CHILTERN,INDIGO,23350,Ovens Murray,public_transport,stop_position,Public Transport Stop Position,1
CHILTERN,INDIGO,23350,Ovens Murray,recreation,garden,Garden,2
CHILTERN,INDIGO,23350,Ovens Murray,recreation,nature_reserve,Nature Reserve,12
CHILTERN,INDIGO,23350,Ovens Murray,recreation,park,Park,4
CHILTERN,INDIGO,23350,Ovens Murray,recreation,playground,Playground,8
CHILTERN,INDIGO,23350,Ovens Murray,recreation,sports_centre,Sports Centre,2
CHILTERN,INDIGO,23350,Ovens Murray,shopping,supermarket,Supermarket,2
CHILTERN VALLEY,INDIGO,23350,Ovens Murray,recreation,nature_reserve,Nature Reserve,3
CHINANGIN,SWAN HILL,26610,Mallee,recreation,nature_reserve,Nature Reserve,2
CHINKAPOOK,SWAN HILL,26610,Mallee,public_transport,bus_stop,Bus Stop,1
CHINKAPOOK,SWAN HILL,26610,Mallee,recreation,nature_reserve,Nature Reserve,21
CHINTIN,MACEDON RANGES,24130,Loddon Campaspe,recreation,nature_reserve,Nature Reserve,1
CHIRRIP,BULOKE,21270,Mallee,recreation,nature_reserve,Nature Reserve,4
CHURCHILL,LATROBE,23810,Gippsland,community,library,Library,2
CHURCHILL,LATROBE,23810,Gippsland,community,social_facility,Social Facility,1
CHURCHILL,LATROBE,23810,Gippsland,community,town_hall,Town Hall,1
CHURCHILL,LATROBE,23810,Gippsland,education,kindergarten,Kindergarten,2
CHURCHILL,LATROBE,23810,Gippsland,education,school,School,9
CHURCHILL,LATROBE,23810,Gippsland,healthcare,doctor,Doctor,1
CHURCHILL,LATROBE,23810,Gippsland,healthcare,pharmacy,Pharmacy,1
CHURCHILL,LATROBE,23810,Gippsland,public_transport,bus_stop,Bus Stop,29
CHURCHILL,LATROBE,23810,Gippsland,public_transport,stop_position,Public Transport Stop Position,2
CHURCHILL,LATROBE,23810,Gippsland,recreation,park,Park,42
CHURCHILL,LATROBE,23810,Gippsland,recreation,playground,Playground,8
CHURCHILL,LATROBE,23810,Gippsland,recreation,sports_centre,Sports Centre,2
CHURCHILL,LATROBE,23810,Gippsland,shopping,convenience_store,Convenience Store,3
CHURCHILL,LATROBE,23810,Gippsland,shopping,supermarket,Supermarket,2
CHURCHILL ISLAND,BASS COAST,20740,Gippsland,recreation,park,Park,2
CHUTE,PYRENEES,25990,Central Highlands,recreation,nature_reserve,Nature Reserve,8
CLARENDON,MOORABOOL,25150,Central Highlands,recreation,park,Park,2
CLARENDON,MOORABOOL,25150,Central Highlands,recreation,sports_centre,Sports Centre,2
CLARKEFIELD,MACEDON RANGES,24130,Loddon Campaspe,public_transport,bus_stop,Bus Stop,1
CLARKEFIELD,MACEDON RANGES,24130,Loddon Campaspe,public_transport,railway_station,Railway Station,1
CLARKEFIELD,MACEDON RANGES,24130,Loddon Campaspe,recreation,sports_centre,Sports Centre,2
CLARKES HILL,MOORABOOL,25150,Central Highlands,education,school,School,2
CLEAR LAKE,HORSHAM,23190,Wimmera Southern Mallee,recreation,nature_reserve,Nature Reserve,3
CLIFTON CREEK,EAST GIPPSLAND,22110,Gippsland,education,school,School,2
CLIFTON CREEK,EAST GIPPSLAND,22110,Gippsland,recreation,nature_reserve,Nature Reserve,2
CLIFTON SPRINGS,GREATER GEELONG,22750,Barwon,education,school,School,2
CLIFTON SPRINGS,GREATER GEELONG,22750,Barwon,public_transport,bus_stop,Bus Stop,1
CLIFTON SPRINGS,GREATER GEELONG,22750,Barwon,recreation,park,Park,28
